ID,C_SWIFT_C,CLASS_ID
140220010436,BLOPIT22934,CL_BANK_F
140220010486,BLOPIT22935,CL_BANK_F
140220010536,BLOPIT22936,CL_BANK_F
140220010586,BLOPIT22937,CL_BANK_F
140220010636,BLOPIT22938,CL_BANK_F
140220010686,BLOPIT22939,CL_BANK_F
140220010736,BLOPIT22940,CL_BANK_F
140220010786,BLOPIT22941,CL_BANK_F
140220010836,BLOPIT22942,CL_BANK_F
140220010886,BLOPIT22943,CL_BANK_F
140220010936,BLOPIT22944,CL_BANK_F
140220010986,BLOPIT22945,CL_BANK_F
140220011036,BLOPIT22946,CL_BANK_F
140220011086,BLOPIT22947,CL_BANK_F
140220011136,BLOPIT22948,CL_BANK_F
140220011186,BLOPIT22949,CL_BANK_F
140220011236,BLOPIT22950,CL_BANK_F
140220011286,BLOPIT22951,CL_BANK_F
140220011336,BLOPIT22952,CL_BANK_F
140220011386,BLOPIT22953,CL_BANK_F
140220011436,BLOPIT22954,CL_BANK_F
140220011486,BLOPIT22955,CL_BANK_F
140220011536,BLOPIT22956,CL_BANK_F
140220011586,BLOPIT22957,CL_BANK_F
140220011636,BLOPIT22958,CL_BANK_F
140220011686,BLOPIT22959,CL_BANK_F
140220011736,BLOPIT22960,CL_BANK_F
140220011786,BLOPIT22961,CL_BANK_F
140220011836,BLOPIT22962,CL_BANK_F
140220011886,BLOPIT22963,CL_BANK_F
140220011936,BLOPIT22964,CL_BANK_F
140220011986,BLOPIT22965,CL_BANK_F
140220012036,BLOPIT22966,CL_BANK_F
140220012086,BLOPIT22967,CL_BANK_F
140220012136,BLOPIT22968,CL_BANK_F
140220012186,BLOPIT22969,CL_BANK_F
140220012236,BLOPIT22970,CL_BANK_F
140220012286,BLOPIT22971,CL_BANK_F
140220012336,BLOPIT22972,CL_BANK_F
140220012386,BLOPIT22973,CL_BANK_F
140220012436,BLOPIT22974,CL_BANK_F
140220012486,BLOPIT22975,CL_BANK_F
140220012536,BLOPIT22976,CL_BANK_F
140220012586,BLOPIT22977,CL_BANK_F
140220012636,BLOPIT22978,CL_BANK_F
140220012686,BLOPIT22979,CL_BANK_F
140220012736,BLOPIT22980,CL_BANK_F
140220012786,BLOPIT22981,CL_BANK_F
140220012836,BLOPIT22982,CL_BANK_F
140220012886,BLOPIT22983,CL_BANK_F
140220012936,BLOPIT22984,CL_BANK_F
140220012986,BLOPIT22985,CL_BANK_F
140220013036,BLOPIT22986,CL_BANK_F
140220013086,BLOPIT22987,CL_BANK_F
140220013136,BLOPIT22988,CL_BANK_F
140220013186,BLOPIT22989,CL_BANK_F
140220013236,BLOPIT22990,CL_BANK_F
140220013286,BLOPIT22991,CL_BANK_F
140220013336,BLOPIT22992,CL_BANK_F
140220013386,BLOPIT22993,CL_BANK_F
140220013436,BLOPIT22994,CL_BANK_F
140220013486,BLOPIT22995,CL_BANK_F
140220013536,BLOPIT22996,CL_BANK_F
140220013586,BLOPIT22997,CL_BANK_F
140220013636,BLOPIT22998,CL_BANK_F
140220013686,BLOPIT22999,CL_BANK_F
140220013744,BNCTTLDDXXX,CL_BANK_F
140220013816,BOGGGB21XXX,CL_BANK_F
140220013953,BPMOIT22XXX,CL_BANK_F
140220014034,BRGNKWKWXXX,CL_BANK_F
140220014084,BRMIUS44XXX,CL_BANK_F
140220014138,BUKBGB22XXX,CL_BANK_F
140220014189,BVALESMMXXX,CL_BANK_F
140220014239,BVTEITM1XXX,CL_BANK_F
140220014291,BXBACRSJDP1,CL_BANK_F
140220014342,BYLADEM1ROS,CL_BANK_F
140220014749,CCBPFRPPCFD,CL_BANK_F
140220014799,CCBPFRPPCHX,CL_BANK_F
140220014849,CCBPFRPPGRE,CL_BANK_F
140220014899,CCBPFRPPLYO,CL_BANK_F
140220014949,CCBPFRPPNCE,CL_BANK_F
140220014999,CCEXGB2LACR,CL_BANK_F
140220015096,CFFRFRPPTG2,CL_BANK_F
140220015146,CGDGFR22XXX,CL_BANK_F
140220015202,CIGNUS3AXXX,CL_BANK_F
140220015252,CITGUS44EFL,CL_BANK_F
140220015302,CITGUS44EFV,CL_BANK_F
140220015352,CITGUS44GMD,CL_BANK_F
140220015402,CITGUS44GMV,CL_BANK_F
140220015452,CITGUS44MSE,CL_BANK_F
140220015502,CITGUS44MSV,CL_BANK_F
140220015553,CITIUAUKXXX,CL_BANK_F
140220015603,CLAOGB2LAHK,CL_BANK_F
140220015653,CLAOGB2LCRM,CL_BANK_F
140220015703,CLAOGB2LCVT,CL_BANK_F
140220015753,CLAOGB2LFIM,CL_BANK_F
140220015803,CLAOGB2LLHF,CL_BANK_F
140220015853,CLAOGB2LMND,CL_BANK_F
140220015903,CLAOGB2LMNG,CL_BANK_F
140220015953,CLAOGB2LPLT,CL_BANK_F
140220016003,CLAOGB2LTBG,CL_BANK_F
140220016053,CLAOGB2LVTB,CL_BANK_F
140220016103,CLAOLU2LAGR,CL_BANK_F
140220016153,CLAOLU2LCLR,CL_BANK_F
140220016203,CLEWHKH1XXX,CL_BANK_F
140220016253,CLRBGB22XXX,CL_BANK_F
140220016305,CNORKRSEXXX,CL_BANK_F
140220016367,CPEIGB21XXX,CL_BANK_F
140220016419,CRACIT31330,CL_BANK_F
140220016469,CRACIT31331,CL_BANK_F
140220016519,CRACIT31332,CL_BANK_F
140220016569,CRESCHZFARS,CL_BANK_F
140220016619,CRESCHZFEFT,CL_BANK_F
140220016675,CRESGB2LEQD,CL_BANK_F
140220016729,CRESSARA20R,CL_BANK_F
140220016779,CRESSARAXXX,CL_BANK_F
140220016832,CRGEITG1188,CL_BANK_F
140220016882,CRGEITG1212,CL_BANK_F
140220016932,CRGEITG1265,CL_BANK_F
140220016982,CRGEITG1266,CL_BANK_F
140220017032,CRGEITG1268,CL_BANK_F
140220017082,CRGEITG1269,CL_BANK_F
140220017132,CRGEITG1270,CL_BANK_F
140219971955,ACGPGB21XXX,CL_BANK_F
140219972006,ADBNCNBJSTL,CL_BANK_F
140219972056,ADBNCNBJSYK,CL_BANK_F
140219972106,AFCNZWHAXXX,CL_BANK_F
140219972160,AISIGB2L001,CL_BANK_F
140219972210,AISIGB2LXXX,CL_BANK_F
140219972262,ALUSGB21AAD,CL_BANK_F
140219972312,ALUSGB21COF,CL_BANK_F
140219972362,AMACFRPPXXX,CL_BANK_F
140219972415,AMRTFRPPXXX,CL_BANK_F
140219972465,AONSZAJJXXX,CL_BANK_F
140219972515,APNXUS33XXX,CL_BANK_F
140219972567,ARRFKYK1XXX,CL_BANK_F
140219972621,ASGHJPJTXXX,CL_BANK_F
140219972679,ATGWGWGWXXX,CL_BANK_F
140219972732,AUGPFRPPXXX,CL_BANK_F
140219972782,AUMCMXMMXXX,CL_BANK_F
140219972832,AVTBRUM1002,CL_BANK_F
140219972883,AVTOUA22XXX,CL_BANK_F
140219972940,BAACDOSDXXX,CL_BANK_F
140219972995,BAERDEF1XXX,CL_BANK_F
140219973047,BAIPAOLUXXX,CL_BANK_F
140219973156,BBDAHKHXAVS,CL_BANK_F
140219973206,BBDAHKHXXXX,CL_BANK_F
140219973256,BBDALULXXXX,CL_BANK_F
140219973306,BBDEBRSPPCY,CL_BANK_F
140219973358,BBMEBHBXOBU,CL_BANK_F
140219973408,BBMEBHBXXXX,CL_BANK_F
140219973459,BCGNGB21GEN,CL_BANK_F
140219973509,BCGNGB21LON,CL_BANK_F
140219973559,BCGNGB21XXX,CL_BANK_F
140219973619,BCSXBY22XXX,CL_BANK_F
140219973678,BIOSCNB1XXX,CL_BANK_F
140219973728,BIOTDEBBXXX,CL_BANK_F
140219973784,BKNOLCL2XXX,CL_BANK_F
140219973834,BKPAIRTH048,CL_BANK_F
140219973886,BKTWTWTP289,CL_BANK_F
140219973936,BLEAITM1XXX,CL_BANK_F
140219973986,BLICUYMMXXX,CL_BANK_F
140219974036,BLOPIT22001,CL_BANK_F
140219974086,BLOPIT22002,CL_BANK_F
140219974136,BLOPIT22003,CL_BANK_F
140219974186,BLOPIT22004,CL_BANK_F
140219974236,BLOPIT22005,CL_BANK_F
140219974286,BLOPIT22006,CL_BANK_F
140219974336,BLOPIT22007,CL_BANK_F
140219974386,BLOPIT22008,CL_BANK_F
140219974436,BLOPIT22009,CL_BANK_F
140219974486,BLOPIT22010,CL_BANK_F
140219974536,BLOPIT22011,CL_BANK_F
140219974586,BLOPIT22012,CL_BANK_F
140219991386,BLOPIT2245F,CL_BANK_F
140219991436,BLOPIT2245G,CL_BANK_F
140219991486,BLOPIT2245H,CL_BANK_F
140219991536,BLOPIT2245I,CL_BANK_F
140219991586,BLOPIT22463,CL_BANK_F
140219991636,BLOPIT22465,CL_BANK_F
140219991686,BLOPIT22469,CL_BANK_F
140219991736,BLOPIT2246J,CL_BANK_F
140219991786,BLOPIT2246K,CL_BANK_F
140219991836,BLOPIT2246L,CL_BANK_F
140219991886,BLOPIT2246M,CL_BANK_F
140219991936,BLOPIT2246N,CL_BANK_F
140219991986,BLOPIT2246O,CL_BANK_F
140219992036,BLOPIT2246P,CL_BANK_F
140219992086,BLOPIT22471,CL_BANK_F
140219992136,BLOPIT22477,CL_BANK_F
140219992186,BLOPIT2247Q,CL_BANK_F
140219992236,BLOPIT2247R,CL_BANK_F
140219992286,BLOPIT2247S,CL_BANK_F
140219992336,BLOPIT2247T,CL_BANK_F
140219992386,BLOPIT2247U,CL_BANK_F
140219992436,BLOPIT2247V,CL_BANK_F
140219992486,BLOPIT2247W,CL_BANK_F
140219992536,BLOPIT2247X,CL_BANK_F
140219992586,BLOPIT22481,CL_BANK_F
140219992636,BLOPIT22482,CL_BANK_F
140219992686,BLOPIT22486,CL_BANK_F
140219992736,BLOPIT22488,CL_BANK_F
140219992786,BLOPIT2248A,CL_BANK_F
140219992836,BLOPIT2248B,CL_BANK_F
140219992886,BLOPIT2248C,CL_BANK_F
140219992936,BLOPIT2248D,CL_BANK_F
140219992986,BLOPIT2248Y,CL_BANK_F
140219993036,BLOPIT2248Z,CL_BANK_F
140219993086,BLOPIT22490,CL_BANK_F
140219993136,BLOPIT22492,CL_BANK_F
140219993186,BLOPIT22494,CL_BANK_F
140219993236,BLOPIT22496,CL_BANK_F
140219993286,BLOPIT22498,CL_BANK_F
140219993336,BLOPIT22499,CL_BANK_F
140219993386,BLOPIT2249E,CL_BANK_F
140219993436,BLOPIT2249F,CL_BANK_F
140219993486,BLOPIT2249G,CL_BANK_F
140219993536,BLOPIT2249H,CL_BANK_F
140219993586,BLOPIT22502,CL_BANK_F
140219993636,BLOPIT22509,CL_BANK_F
140219993686,BLOPIT2250I,CL_BANK_F
140219993736,BLOPIT2250J,CL_BANK_F
140219993786,BLOPIT2250K,CL_BANK_F
140219993836,BLOPIT2250L,CL_BANK_F
140219993886,BLOPIT2250M,CL_BANK_F
140219993936,BLOPIT2250N,CL_BANK_F
140219993986,BLOPIT2250O,CL_BANK_F
140219994036,BLOPIT2250P,CL_BANK_F
140219994086,BLOPIT22516,CL_BANK_F
140219994136,BLOPIT22519,CL_BANK_F
140219994186,BLOPIT2251Q,CL_BANK_F
140219994236,BLOPIT2251R,CL_BANK_F
140219994286,BLOPIT2251S,CL_BANK_F
140219994336,BLOPIT2251T,CL_BANK_F
140219994386,BLOPIT2251U,CL_BANK_F
140219994436,BLOPIT2251V,CL_BANK_F
140219994486,BLOPIT2251W,CL_BANK_F
140219994536,BLOPIT2251X,CL_BANK_F
140219994586,BLOPIT22522,CL_BANK_F
140219994636,BLOPIT2252A,CL_BANK_F
140219994686,BLOPIT2252B,CL_BANK_F
140219994736,BLOPIT2252C,CL_BANK_F
140219994786,BLOPIT2252D,CL_BANK_F
140219994836,BLOPIT2252E,CL_BANK_F
140219994886,BLOPIT2252F,CL_BANK_F
140219994936,BLOPIT2252G,CL_BANK_F
140219994986,BLOPIT2252Y,CL_BANK_F
140219995036,BLOPIT2252Z,CL_BANK_F
140219995086,BLOPIT22536,CL_BANK_F
140219995136,BLOPIT22539,CL_BANK_F
140219995186,BLOPIT2253H,CL_BANK_F
140219995236,BLOPIT2253I,CL_BANK_F
140219995286,BLOPIT2253J,CL_BANK_F
140219995336,BLOPIT2253K,CL_BANK_F
140219995386,BLOPIT2253L,CL_BANK_F
140219995436,BLOPIT2253M,CL_BANK_F
140219995486,BLOPIT2253N,CL_BANK_F
140219995536,BLOPIT2253O,CL_BANK_F
140219995586,BLOPIT2254P,CL_BANK_F
140219995636,BLOPIT2254Q,CL_BANK_F
140219995686,BLOPIT2254R,CL_BANK_F
140219995736,BLOPIT2254S,CL_BANK_F
140219995786,BLOPIT2254T,CL_BANK_F
140219995836,BLOPIT2254U,CL_BANK_F
140219995886,BLOPIT2254V,CL_BANK_F
140219995936,BLOPIT2254W,CL_BANK_F
140219995986,BLOPIT2254X,CL_BANK_F
140219996036,BLOPIT2254Y,CL_BANK_F
140219996086,BLOPIT2255A,CL_BANK_F
140219996136,BLOPIT2255B,CL_BANK_F
140219996186,BLOPIT2255C,CL_BANK_F
140219996236,BLOPIT2255D,CL_BANK_F
140219996286,BLOPIT2255E,CL_BANK_F
140219996336,BLOPIT2255F,CL_BANK_F
140219996386,BLOPIT2255G,CL_BANK_F
140219996436,BLOPIT2255H,CL_BANK_F
140219996486,BLOPIT2255I,CL_BANK_F
140219996536,BLOPIT2255Z,CL_BANK_F
140219996586,BLOPIT2256J,CL_BANK_F
140219996636,BLOPIT2256K,CL_BANK_F
140219996686,BLOPIT2256L,CL_BANK_F
140219996736,BLOPIT2262M,CL_BANK_F
140219996786,BLOPIT2262N,CL_BANK_F
140219996836,BLOPIT2262O,CL_BANK_F
140219996886,BLOPIT22639,CL_BANK_F
140219996936,BLOPIT2263P,CL_BANK_F
140219996986,BLOPIT2263Q,CL_BANK_F
140219997036,BLOPIT2263R,CL_BANK_F
140219997086,BLOPIT2263S,CL_BANK_F
140219997136,BLOPIT2263T,CL_BANK_F
140219997186,BLOPIT2263U,CL_BANK_F
140443937336,CREBIT22261,CL_BANK_F
140443937386,CREBIT22295,CL_BANK_F
140443937436,CREBIT22298,CL_BANK_F
140443937486,CREBIT22300,CL_BANK_F
140443937536,CREBIT22302,CL_BANK_F
140443937586,CREBIT22303,CL_BANK_F
140443937636,CREBIT22304,CL_BANK_F
140443937686,CREBIT22308,CL_BANK_F
140443937736,CREBIT22310,CL_BANK_F
140443937786,CREBIT22311,CL_BANK_F
140443937838,CREBIT22312,CL_BANK_F
140443937889,CREBIT22313,CL_BANK_F
140443937939,CREBIT22314,CL_BANK_F
140443937989,CREBIT22324,CL_BANK_F
140443938039,CREBIT22325,CL_BANK_F
140443938091,CREBIT22326,CL_BANK_F
140443938142,CREBIT22327,CL_BANK_F
140443938192,CREBIT22328,CL_BANK_F
140443938242,CREBIT22329,CL_BANK_F
140443938292,CREBIT22330,CL_BANK_F
140443938342,CREBIT22331,CL_BANK_F
140443938395,CREBIT22337,CL_BANK_F
140443938445,CREBIT22338,CL_BANK_F
140443938495,CREBIT22343,CL_BANK_F
140443938545,CREBIT22351,CL_BANK_F
140443938595,CREBIT22352,CL_BANK_F
140443938645,CREBIT22353,CL_BANK_F
140443938695,CREBIT22354,CL_BANK_F
140443938746,CREBIT22355,CL_BANK_F
140443938798,CREBIT22356,CL_BANK_F
140443938848,CREBIT22357,CL_BANK_F
140443938898,CREBIT22358,CL_BANK_F
140443938948,CREBIT22367,CL_BANK_F
140443938998,CREBIT22368,CL_BANK_F
140443939048,CREBIT22435,CL_BANK_F
140443939098,CREBIT22ANT,CL_BANK_F
140443939148,CREBIT22BGE,CL_BANK_F
140443939198,CREBIT22BSX,CL_BANK_F
140443939248,CREBIT22BUS,CL_BANK_F
140443939298,CREBIT22CAL,CL_BANK_F
140443939348,CREBIT22CAS,CL_BANK_F
140443939398,CREBIT22FEX,CL_BANK_F
140443939448,CREBIT22GDM,CL_BANK_F
140443939498,CREBIT22GOR,CL_BANK_F
140443939548,CREBIT22LEF,CL_BANK_F
140443939598,CREBIT22MIX,CL_BANK_F
140443939648,CREBIT22PSP,CL_BANK_F
140443939698,CREBIT22SER,CL_BANK_F
140443939750,CREBIT22VER,CL_BANK_F
140443939801,CREBIT22XXX,CL_BANK_F
140443940197,CRMHPHM1XXX,CL_BANK_F
140443940249,CSUCUS31XXX,CL_BANK_F
140443940309,CSVCGB2LXXX,CL_BANK_F
140443940359,CTASCZ22XXX,CL_BANK_F
140443940411,DAKVDEFFSLS,CL_BANK_F
140443940463,DBFSAEAAXXX,CL_BANK_F
140443940515,DIASGRA1MD6,CL_BANK_F
140443940565,DKNBDKKKASA,CL_BANK_F
140443940615,DKNBDKKKTIA,CL_BANK_F
140443940668,DNIBNL2GTG2,CL_BANK_F
140443940726,EIBCCNBJHEN,CL_BANK_F
140443940779,ESCBFRPPBDF,CL_BANK_F
140443940829,ESCBFRPPXXX,CL_BANK_F
140443940879,ESESFRPPCBF,CL_BANK_F
140443940931,ESESFRPPMTI,CL_BANK_F
140443940982,ESESFRPPNBB,CL_BANK_F
140443941032,ESSESESSIOS,CL_BANK_F
140443941082,EUPTSES1XXX,CL_BANK_F
140443941136,FCBKPHMMXXX,CL_BANK_F
140443941191,FCOICOBBXXX,CL_BANK_F
140443941241,FDPEGB21XXX,CL_BANK_F
140443941291,FFBCUS3CXXX,CL_BANK_F
140443941348,FILTUS44XXX,CL_BANK_F
140443941399,FJROCNB1XXX,CL_BANK_F
140443941449,FNOONOK1XXX,CL_BANK_F
140443941502,GCFFFIH1XXX,CL_BANK_F
140443941552,GCONMXMMXXX,CL_BANK_F
140443941602,GDBKCN22NNB,CL_BANK_F
140443941652,GENODE51DIL,CL_BANK_F
140443941702,GENODEF1NEA,CL_BANK_F
140443941753,GLOPUS33BLK,CL_BANK_F
140443941806,GNERLRLMXXX,CL_BANK_F
140443941858,GSRCCNB1XXX,CL_BANK_F
140443941908,HAFVKRS3XXX,CL_BANK_F
140443941963,HARLGB21NET,CL_BANK_F
140443942013,HARLGB21XXX,CL_BANK_F
140443942064,HBBOCWCUXXX,CL_BANK_F
140443942116,HBUKGB4194P,CL_BANK_F
140443942166,HBUKGB4194R,CL_BANK_F
140443942216,HBUKGB4194U,CL_BANK_F
140443942266,HBUKGB4194V,CL_BANK_F
140443942317,HBUKGB4195S,CL_BANK_F
140443942367,HLFXGB21Z12,CL_BANK_F
140443942417,HVBKRUMMSPB,CL_BANK_F
140443942467,HVBKRUMMXXX,CL_BANK_F
140443942517,HVBKVNVXXXX,CL_BANK_F
140443942569,HYSEKRSEXXX,CL_BANK_F
140443942622,IBBNEE21XXX,CL_BANK_F
140443942674,ICRAITR19Y1,CL_BANK_F
140443942724,ICRAITR19Y2,CL_BANK_F
140443942777,ICRAITR19Y3,CL_BANK_F
140443942827,ICRAITR19Y4,CL_BANK_F
140443942877,ICRAITR19Y5,CL_BANK_F
140443942927,ICRAITR19Y6,CL_BANK_F
140443942977,ICRAITR19Y7,CL_BANK_F
140443943030,ICRAITR19Y8,CL_BANK_F
140443943081,ICRAITR1JW1,CL_BANK_F
140443943134,ICRAITR1JW2,CL_BANK_F
140443943184,ICRAITR1JW3,CL_BANK_F
140443943234,ICRAITR1JW4,CL_BANK_F
140443943284,ICRAITR1JW5,CL_BANK_F
140443943334,ICRAITR1JW6,CL_BANK_F
140443943387,ICRAITR1JW7,CL_BANK_F
140443943437,ICRAITR1JW8,CL_BANK_F
140443943487,ICRAITR1JW9,CL_BANK_F
140443943537,ICRAITR1JWA,CL_BANK_F
140443943587,ICRAITR1JWB,CL_BANK_F
140443943638,ICRAITR1JWC,CL_BANK_F
140443943690,ICRAITR1JWD,CL_BANK_F
140443943740,ICRAITR1JWE,CL_BANK_F
140443943790,ICRAITR1JWF,CL_BANK_F
140443943840,ICRAITR1JWG,CL_BANK_F
140443943890,ICRAITR1JWH,CL_BANK_F
140443943943,ICRAITR1K81,CL_BANK_F
140443943993,ICRAITR1K82,CL_BANK_F
140443944043,ICRAITR1K83,CL_BANK_F
140443944093,ICRAITR1K84,CL_BANK_F
140443944146,ICRAITR1K85,CL_BANK_F
140443944196,ICRAITR1K86,CL_BANK_F
140443944246,ICRAITR1K87,CL_BANK_F
140443944296,ICRAITR1K88,CL_BANK_F
140443944346,ICRAITR1K89,CL_BANK_F
140443944396,ICRAITR1K8A,CL_BANK_F
140443944446,ICRAITR1K8B,CL_BANK_F
140443944496,ICRAITR1K8C,CL_BANK_F
140443944546,ICRAITR1K8D,CL_BANK_F
140443944596,ICRAITR1K8E,CL_BANK_F
140443944649,ICRAITR1K8F,CL_BANK_F
140443944699,ICRAITR1K8G,CL_BANK_F
140443944749,ICRAITR1K8H,CL_BANK_F
140443944799,ICRAITR1K8I,CL_BANK_F
140443944849,ICRAITR1K8L,CL_BANK_F
140443944900,ICRAITR1K8M,CL_BANK_F
140443944952,ICRAITR1K8P,CL_BANK_F
140443945002,ICRAITR1K8Q,CL_BANK_F
140443945052,ICRAITR1LM1,CL_BANK_F
140443945102,ICRAITR1LM2,CL_BANK_F
140443945152,ICRAITR1LM3,CL_BANK_F
140443945236,ICRAITRR9Y0,CL_BANK_F
140443945292,ICRAITRRJW0,CL_BANK_F
140443945342,ICRAITRRK80,CL_BANK_F
140443945392,ICRAITRRLM0,CL_BANK_F
140443945448,IDSLIT21XXX,CL_BANK_F
140443945498,IKBZBA2XXXX,CL_BANK_F
140443945548,INDFDKKKXXX,CL_BANK_F
140443945601,INDMRUM1TMN,CL_BANK_F
140443945652,INNWITN1XXX,CL_BANK_F
140443945704,IRVTUS3NDMM,CL_BANK_F
140443945754,IYOBSGSGXXX,CL_BANK_F
140443945809,KEDRGRAAXXX,CL_BANK_F
140443945862,KESHIRTH63S,CL_BANK_F
140443945929,LINKZAJJAHL,CL_BANK_F
140443945989,LOYDGB21F13,CL_BANK_F
140443946039,LOYDGB21F14,CL_BANK_F
140443946089,LOYDGB21F15,CL_BANK_F
140443946142,LOYDGB21F16,CL_BANK_F
140443946192,LOYDGB21F17,CL_BANK_F
140443946242,LOYDGB21F18,CL_BANK_F
140443946292,LOYDGB21F19,CL_BANK_F
140443946342,LOYDGB21F20,CL_BANK_F
140220024783,CRGEITG1550,CL_BANK_F
140220024833,CRGEITG1553,CL_BANK_F
140220024883,CRGEITG1554,CL_BANK_F
140220024933,CRGEITG1556,CL_BANK_F
140220024983,CRGEITG1557,CL_BANK_F
140220025033,CRGEITG1558,CL_BANK_F
140220025083,CRGEITG1559,CL_BANK_F
140220025133,CRGEITG1560,CL_BANK_F
140220025183,CRGEITG1561,CL_BANK_F
140220025233,CRGEITG1562,CL_BANK_F
140220025283,CRGEITG1563,CL_BANK_F
140220025333,CRGEITG1565,CL_BANK_F
140220025383,CRGEITG1566,CL_BANK_F
140220025433,CRGEITG1568,CL_BANK_F
140220025483,CRGEITG1569,CL_BANK_F
140220025533,CRGEITG1570,CL_BANK_F
140220025583,CRGEITG1573,CL_BANK_F
140220025633,CRGEITG1574,CL_BANK_F
140220025683,CRGEITG1575,CL_BANK_F
140220025733,CRGEITG1576,CL_BANK_F
140220025783,CRGEITG1577,CL_BANK_F
140220025833,CRGEITG1578,CL_BANK_F
140220025883,CRGEITG1579,CL_BANK_F
140220025933,CRGEITG1580,CL_BANK_F
140220025983,CRGEITG1581,CL_BANK_F
140220026033,CRGEITG1582,CL_BANK_F
140220026083,CRGEITG1583,CL_BANK_F
140220026133,CRGEITG1584,CL_BANK_F
140220026183,CRGEITG1585,CL_BANK_F
140220026233,CRGEITG1586,CL_BANK_F
140220026283,CRGEITG1587,CL_BANK_F
140220026333,CRGEITG1588,CL_BANK_F
140220026383,CRGEITG1589,CL_BANK_F
140220026433,CRGEITG1590,CL_BANK_F
140220026483,CRGEITG1591,CL_BANK_F
140220026533,CRGEITG1592,CL_BANK_F
140220026583,CRGEITG1593,CL_BANK_F
140220026633,CRGEITG1594,CL_BANK_F
140220026683,CRGEITG1595,CL_BANK_F
140220026733,CRGEITG1596,CL_BANK_F
140220026783,CRGEITG1597,CL_BANK_F
140220026833,CRGEITG1598,CL_BANK_F
140220026883,CRGEITG1599,CL_BANK_F
140220026933,CRGEITG1620,CL_BANK_F
140220026983,CRGEITG1621,CL_BANK_F
140220027033,CRGEITG1622,CL_BANK_F
140220027083,CRGEITG1632,CL_BANK_F
140220027133,CRGEITG1634,CL_BANK_F
140220027183,CRGEITG1635,CL_BANK_F
140220027233,CRGEITG1636,CL_BANK_F
140220027283,CRGEITG1642,CL_BANK_F
140220027333,CRGEITG1643,CL_BANK_F
140220027383,CRGEITG1644,CL_BANK_F
140220027433,CRGEITG1645,CL_BANK_F
140220027483,CRGEITG1647,CL_BANK_F
140220027533,CRGEITG1648,CL_BANK_F
140220027583,CRGEITG1675,CL_BANK_F
140220027633,CRGEITG1677,CL_BANK_F
140220027683,CRGEITG1694,CL_BANK_F
140220027733,CRGEITG1695,CL_BANK_F
140220027783,CRGEITG1701,CL_BANK_F
140220027833,CRGEITG1702,CL_BANK_F
140220027883,CRGEITG1703,CL_BANK_F
140220027933,CRGEITG1704,CL_BANK_F
140220027983,CRGEITG1706,CL_BANK_F
140220028033,CRGEITG1707,CL_BANK_F
140220028083,CRGEITG1708,CL_BANK_F
140220028133,CRGEITG1709,CL_BANK_F
140220028183,CRGEITG1711,CL_BANK_F
140220028233,CRGEITG1712,CL_BANK_F
140220028283,CRGEITG1713,CL_BANK_F
140220028333,CRGEITG1714,CL_BANK_F
140220028383,CRGEITG1715,CL_BANK_F
140220028433,CRGEITG1716,CL_BANK_F
140220028483,CRGEITG1717,CL_BANK_F
140220028533,CRGEITG1718,CL_BANK_F
140220028583,CRGEITG1719,CL_BANK_F
140220028633,CRGEITG1720,CL_BANK_F
140220028683,CRGEITG1722,CL_BANK_F
140220028733,CRGEITG1724,CL_BANK_F
140220028783,CRGEITG1725,CL_BANK_F
140220028833,CRGEITG1727,CL_BANK_F
140220028883,CRGEITG1728,CL_BANK_F
140220028933,CRGEITG1729,CL_BANK_F
140220028983,CRGEITG1730,CL_BANK_F
140220029033,CRGEITG1731,CL_BANK_F
140220029083,CRGEITG1732,CL_BANK_F
140220029133,CRGEITG1733,CL_BANK_F
140220029183,CRGEITG1734,CL_BANK_F
140220029233,CRGEITG1735,CL_BANK_F
